student_id,name,gender,score,latitude,longitude,socioeconomic_status,disability,choice_1,choice_2,choice_3
ST10706,Willie Henry,Male,244,-2.127000076548174,36.30066919153438,2,0,S1023,S1009,S1031
ST10707,Todd Reynolds,Male,350,-0.948567102070542,37.555170429639304,9,0,S1001,S1034,S1007
ST10708,Matthew Miller,Male,229,-1.5980610607058852,36.99525498880246,1,0,S1024,S1046,S1016
ST10709,Robert Marquez,Male,430,-2.2121388722528765,36.80575969447526,10,0,S1035,S1037,S1022
ST10710,Brittany Dawson,Female,271,-1.4721529763190935,36.76533597374213,6,0,S1041,S1027,S1017
ST10711,Nancy Stewart,Female,181,-2.3870608524892765,37.41919611025686,3,0,S1041,S1003,S1025
ST10712,Aaron Parker,Male,256,-1.2671986045485837,36.93643734410285,3,0,S1027,S1038,S1045
ST10713,Derrick Anderson,Male,320,-1.071060481599496,37.43246553926325,2,0,S1036,S1047,S1026
ST10714,Joann Peters,Female,209,-1.8775859393608063,37.08061089959473,3,0,S1001,S1014,S1012
ST10715,Allison Gomez,Female,221,-0.4911262467438019,37.66214781520733,2,0,S1011,S1042,S1005
ST10716,Linda Nguyen,Female,281,-1.9388538126020478,36.4623966661593,9,0,S1010,S1001,S1019
ST10717,Edgar Hughes,Male,168,-0.7579103331529918,37.12396044479426,4,0,S1003,S1012,S1032
ST10718,Stephanie Stein,Female,246,-0.7923904836610445,37.4515166198934,1,0,S1004,S1035,S1036
ST10719,Kenneth Jackson MD,Male,330,-1.7787894190135174,37.32546666823658,4,1,S1034,S1020,S1019
ST10720,Elizabeth Snyder,Female,242,-1.0666543123937426,37.84680604789296,3,0,S1023,S1049,S1016
ST10721,Jessica Fisher,Female,274,-0.2860829345196947,36.889986441532415,8,0,S1004,S1049,S1046
ST10722,Angela King,Female,343,-1.0518006435305078,36.0517312534393,7,0,S1026,S1038,S1005
ST10723,Mario Wheeler,Male,187,-1.5145471732744233,36.370219521226154,7,0,S1042,S1027,S1033
ST10724,Brian Torres,Male,368,-1.816011027063846,36.32476164415552,1,0,S1004,S1043,S1045
ST10725,Gary Oliver,Male,245,-1.9141875563389164,37.65405619386227,6,0,S1000,S1037,S1017
ST10726,Erin Cook,Female,308,-1.269291785339228,37.06402878329715,3,0,S1039,S1043,S1038
ST10727,Shannon Mccann,Female,303,-1.0907388915635898,36.36631301182459,7,0,S1014,S1047,S1022
ST10728,Erica Valentine,Female,254,-1.0605323628794947,36.91273713645174,7,0,S1033,S1005,S1007
ST10729,Ernest Oconnell,Male,234,-1.6424263271722774,37.26322403850656,10,0,S1019,S1023,S1047
ST10730,Mrs. Melissa Henry,Female,250,-1.3680266808632466,36.44552232543761,8,0,S1016,S1010,S1040
ST10731,Dana Bennett,Female,208,-1.708040621711937,36.767283784906724,2,0,S1041,S1024,S1032
ST10732,Jenna Wilson,Female,250,-0.9460402474557547,36.44181347244239,8,0,S1022,S1005,S1043
ST10733,Leslie Gardner,Female,272,-1.9934713616181337,37.32505241482576,4,0,S1047,S1039,S1008
ST10734,Joshua Benton,Male,324,-1.333958979924606,36.99134579910926,1,0,S1029,S1028,S1018
ST10735,Michael Gonzales,Male,232,-1.2465495666969388,37.725167335729665,1,0,S1029,S1000,S1044
ST10736,Michael Fuentes,Male,329,-1.3679572167886147,36.52536393278388,1,0,S1002,S1011,S1027
ST10737,Jennifer Porter,Female,271,-1.135084187823165,36.31618896431445,1,0,S1021,S1033,S1015
ST10738,Dana Hopkins,Female,319,-0.5657916272569103,37.32016231694829,2,0,S1042,S1003,S1008
ST10739,Rachel Jones,Female,218,-1.3225589163853917,36.93263884883796,4,0,S1048,S1012,S1047
ST10740,Karen Morales DDS,Female,254,-1.474649111370332,36.48636228654673,9,0,S1036,S1005,S1024
ST10741,Michael Stephens,Male,260,-0.753906230195567,36.750855062455166,6,0,S1035,S1039,S1020
ST10742,Heather Woodard,Female,345,-1.4830661358626824,37.070336795253795,4,0,S1016,S1009,S1030
ST10743,Mark Miller,Male,317,-0.6822446250549035,37.21994635299929,1,0,S1046,S1026,S1027
ST10744,Matthew Kelly,Male,242,-0.9517171256722166,37.37874711884184,7,0,S1045,S1001,S1025
ST10745,Andrew Terrell,Male,148,-1.2276329043760925,36.34927367096126,5,0,S1018,S1044,S1032
ST10746,Jennifer Goodwin,Female,225,-1.0314600474930928,36.8966097367546,6,0,S1045,S1034,S1012
ST10747,Mr. Adam Green,Male,235,-1.8245292023649762,36.424791500692784,1,0,S1027,S1034,S1012
ST10748,Joseph Carpenter,Male,217,-1.1275466106449352,36.768656058409725,1,0,S1015,S1032,S1021
ST10749,Jill Myers,Female,240,-0.33988324591262964,36.51920353803623,6,0,S1016,S1034,S1014
ST10750,Leah Mason,Female,269,-1.3032394895918566,36.94603696645572,1,0,S1000,S1005,S1029
ST10751,Allison Garcia,Female,155,-1.1478944256419692,36.54055398777988,1,0,S1026,S1031,S1046
ST10752,Tonya Wilson,Female,316,-1.568560418683651,36.290005191948985,9,0,S1033,S1024,S1034
ST10753,Brenda Collins,Female,223,-2.1776342765440457,37.0576711902091,7,0,S1024,S1031,S1008
ST10754,Daniel Webb,Male,283,-0.44629891731129334,37.4562105123016,6,0,S1039,S1000,S1032
ST10755,Jessica Horton,Female,194,-0.8376200853859344,37.051595208163924,1,0,S1042,S1044,S1040
ST10756,Elizabeth Patrick,Female,208,-0.7967009558238962,37.6768140930385,6,0,S1043,S1001,S1019
ST10757,Sarah Wong,Female,257,-0.5071667818700165,36.85621852421386,6,0,S1011,S1012,S1019
ST10758,Carly Riggs,Female,214,-1.7375448059710292,36.12762872308439,1,0,S1016,S1011,S1004
ST10759,Carrie Moore,Female,174,-1.759173856553922,37.12887920413541,7,0,S1025,S1036,S1027
ST10760,Tyler Hall,Male,293,-0.782693960149528,36.42571555259784,5,0,S1012,S1002,S1036
ST10761,Cathy Davidson,Female,288,-1.603163918628357,36.545056128985166,6,0,S1044,S1031,S1001
ST10762,Allen Mendez,Male,239,-1.7042355886585048,37.27267562828738,10,0,S1033,S1029,S1011
ST10763,Kevin Price,Male,340,-0.645588360892649,36.82914509865989,9,0,S1021,S1015,S1028
ST10764,Christine Goodwin,Female,245,-0.12522173314721785,37.13387497092273,7,0,S1014,S1016,S1000
ST10765,Arthur Garcia,Male,334,-0.46060053150294844,36.92717338172057,2,0,S1015,S1036,S1022
ST10766,Chelsea Nguyen,Female,369,-0.9510320166272094,37.39159050741781,2,0,S1033,S1025,S1015
ST10767,Deborah Huffman,Female,287,-1.5093403562748238,36.064044830799375,4,0,S1038,S1009,S1020
ST10768,Mark Harper,Male,323,-1.2384420426690195,37.625032380225775,10,0,S1040,S1010,S1035
ST10769,Laurie Bailey,Female,262,-2.3929330683990377,35.67271648101866,1,0,S1044,S1027,S1030
ST10770,Luis Cervantes,Male,107,-1.035325487490363,36.46119182512706,4,0,S1003,S1011,S1049
ST10771,Elizabeth Mendez,Female,244,-1.7117602008897297,37.49912053639214,1,0,S1014,S1013,S1024
ST10772,Cesar Wilson,Male,280,-1.9956211067712126,36.051857012494146,6,0,S1000,S1042,S1022
ST10773,Clayton Steele,Male,271,-0.9317552644028853,36.52833033400417,2,0,S1047,S1017,S1029
ST10774,Jennifer Taylor,Female,263,-1.7702387287825663,36.33776590731567,1,0,S1014,S1042,S1029
ST10775,Charlene Reid,Female,319,-1.7558821764312293,37.35653972878622,7,0,S1003,S1049,S1016
ST10776,Matthew Cooke,Male,268,-1.3719079126241058,36.82225506078298,2,0,S1003,S1031,S1025
ST10777,Katherine Taylor,Female,263,-1.3642964092264858,36.6489418497,8,0,S1004,S1029,S1014
ST10778,Jerry Brown,Male,382,-1.3564676697639617,37.37612832822141,5,0,S1006,S1007,S1016
ST10779,Adam Taylor,Male,281,-2.197498800279817,37.06343167963066,2,0,S1031,S1012,S1048
ST10780,Tracey Wagner,Female,320,-1.7601746446354543,37.050383682266734,1,0,S1049,S1018,S1024
ST10781,Melinda Perry,Female,340,-1.4584285902815863,37.36874882034572,4,0,S1019,S1003,S1033
ST10782,John Miller,Male,377,-1.7633790028959382,36.45090828595403,9,0,S1006,S1025,S1048
ST10783,Paige Carter,Female,339,-1.1435582742545825,37.63251343986311,4,0,S1045,S1034,S1043
ST10784,Kimberly Jackson,Female,242,-1.299665034680485,36.86040537874647,7,0,S1015,S1036,S1018
ST10785,Natalie Cannon,Female,197,-0.8173027143177559,36.79219240936375,2,0,S1023,S1014,S1037
ST10786,Ashley Wilson,Female,192,-0.8681339133233681,36.69057023984192,1,0,S1035,S1004,S1018
ST10787,Samantha Richardson,Female,253,-0.8119476018592648,37.053141812033424,8,0,S1040,S1024,S1032
ST10788,Amanda Ball,Female,284,-1.652413028795384,37.26565198370703,2,0,S1017,S1020,S1029
ST10789,Wanda Garcia,Female,304,-1.5777871262086385,36.920181773821234,3,0,S1046,S1028,S1015
ST10790,Nicole Evans,Female,241,-1.6783843743781204,35.99910369297909,4,0,S1018,S1049,S1026
ST10791,Mr. Gregory Montoya MD,Male,349,-1.0232850485250602,37.035993123905286,3,0,S1049,S1045,S1026
ST10792,Reginald Young PhD,Male,289,-1.7092409050173125,36.23813289234365,3,0,S1030,S1009,S1001
ST10793,Gregory Page,Male,311,-0.9770256117860694,35.88354063465863,10,0,S1012,S1023,S1016
ST10794,Carol Taylor,Female,236,-0.3468796574221087,36.98852001826121,10,0,S1015,S1021,S1014
ST10795,Christine Brown,Female,281,-1.4756352029908362,36.46948891450101,7,0,S1016,S1048,S1045
ST10796,Douglas Ryan,Male,373,-0.6467777695387265,37.55091263778216,1,0,S1021,S1025,S1018
ST10797,Michele Roberts,Female,166,-1.253608429296423,36.88393636285975,2,0,S1031,S1020,S1005
ST10798,Shannon Duke,Female,302,-1.8169277494549707,36.69721794918703,6,0,S1046,S1022,S1006
ST10799,Anna Estes,Female,430,-1.9982471599649276,36.86699131874845,10,0,S1039,S1016,S1040
ST10800,Tamara Riddle,Female,240,-0.6266963789827945,37.036360199090495,8,0,S1044,S1016,S1034
ST10801,Beth Cline,Female,301,-2.0495621376850264,36.42136650480009,5,0,S1049,S1036,S1008
ST10802,Michelle Poole,Female,277,-1.2208480887119173,36.89104905839996,6,0,S1020,S1009,S1025
ST10803,Megan Burns,Female,243,-1.8839879754092639,37.45024290295105,8,0,S1011,S1040,S1020
ST10804,Debra Perry,Female,244,-2.1748914012187575,37.1726484340595,5,0,S1027,S1037,S1026
ST10805,Madeline Beard,Female,327,-0.5044052629719173,36.83629540686924,10,0,S1045,S1028,S1037
ST10806,Kelli Ramirez,Female,220,-1.1927599952262966,37.410672362384794,10,0,S1018,S1027,S1029
ST10807,Jackie Clements,Female,240,-0.7917686474208281,36.98374922100745,1,0,S1032,S1005,S1045
ST10808,Aaron Schroeder,Male,191,-0.6334585961112077,36.67781392692257,6,0,S1026,S1032,S1019
ST10809,Nicholas Ellis,Male,286,-1.1990933109004531,37.35219616799118,4,1,S1044,S1029,S1037
ST10810,Hunter Brown,Male,345,-1.2624528864639517,36.36297378405203,8,0,S1013,S1001,S1041
ST10811,Daniel Jordan,Male,229,-1.378181557139023,36.391449445753246,6,0,S1019,S1044,S1022
ST10812,Derrick Clayton,Male,284,-1.9266500273515397,36.73056898006815,8,0,S1034,S1030,S1019
ST10813,Kenneth Knight,Male,253,-1.16049853850162,36.61405589985522,10,0,S1013,S1034,S1004
ST10814,Hailey Fleming,Female,338,-2.108538919245186,37.05203581249115,2,0,S1033,S1040,S1009
ST10815,Ariana Bowers,Female,282,-1.5427230691167395,37.535196490162235,7,0,S1023,S1021,S1044
ST10816,Caleb Mathews,Male,301,-1.7228023173914855,37.25983823099939,5,0,S1021,S1003,S1016
ST10817,April Rubio,Female,243,-1.8867162325385647,37.34889288559144,7,0,S1008,S1024,S1032
ST10818,Melissa Anderson,Female,252,-0.48218769750867574,36.59892814306942,4,0,S1034,S1039,S1024
ST10819,Christopher Cantu,Male,271,-1.4862734691505792,36.669090444465844,5,0,S1049,S1048,S1043
ST10820,Mary Wright,Female,285,-1.0734844512264796,35.54374106626433,4,0,S1014,S1035,S1029
ST10821,Stephanie Martin,Female,276,-1.4080130846212378,36.15880092217856,6,0,S1033,S1027,S1048
ST10822,Eric Lyons,Male,313,-1.3791753048746103,37.439275957022396,10,0,S1028,S1047,S1039
ST10823,Mary Padilla,Female,203,-0.9943545511803713,36.52695262176855,5,0,S1001,S1026,S1038
ST10824,Karen Anderson,Female,179,-1.5723725880389865,36.75561716132755,5,0,S1023,S1041,S1025
ST10825,Michael Smith,Male,233,-0.7646704653945566,36.728457084809676,2,0,S1035,S1018,S1006
ST10826,Ruth Mcneil,Female,382,-1.0064761702057514,36.67307871348928,3,0,S1042,S1032,S1012
ST10827,Carlos Jones,Male,410,-1.4134493739126408,35.87689491440853,2,0,S1029,S1007,S1011
ST10828,Nicholas Garcia,Male,293,-0.7640079301869525,37.13997774251972,10,0,S1019,S1024,S1020
ST10829,Stanley Taylor,Male,158,-1.1467294515244106,36.64155626526127,2,0,S1017,S1011,S1013
ST10830,Paul Anderson,Male,283,-2.2733201124234252,35.73646921458317,8,0,S1003,S1011,S1007
ST10831,Charles Moreno Jr.,Male,231,-1.4038214549315642,35.888227715650245,4,0,S1042,S1011,S1021
ST10832,Jeremiah Bowen,Male,315,-1.0864020614208194,36.34646885726666,6,1,S1023,S1030,S1029
ST10833,Christian Jenkins,Male,263,-1.4489706386771455,37.031976646993144,8,0,S1025,S1047,S1007
ST10834,Shannon Miller,Female,213,-2.1119545594351443,37.04326013759632,5,0,S1046,S1019,S1015
ST10835,Paul Lawrence,Male,315,-0.37712016512289503,36.87793318758912,2,0,S1028,S1045,S1048
ST10836,Victor Edwards,Male,339,-1.5131774851182602,35.83182477047251,7,0,S1000,S1023,S1016
ST10837,Donald Miller,Male,234,-1.6778725434757435,36.18313208893352,5,0,S1041,S1017,S1027
ST10838,Lindsay Lawson,Female,195,-1.2614938143026226,37.46121194402557,3,0,S1041,S1004,S1029
ST10839,Michael Abbott,Male,316,-0.9543954405344794,36.75557842787044,9,0,S1024,S1036,S1010
ST10840,Eric Holmes,Male,282,-1.1603245940226075,35.96784030269593,3,0,S1020,S1015,S1048
ST10841,Nicole Phillips,Female,426,-1.3251274994487388,37.56982245882662,6,0,S1004,S1035,S1017
ST10842,Stephanie Blevins,Female,332,-1.2331706738762263,35.81765814192825,8,0,S1043,S1045,S1005
ST10843,Brian Porter,Male,239,-1.6889932620094847,36.89657810073289,3,0,S1012,S1019,S1045
ST10844,Joseph Levine,Male,306,-2.7194133314521958,36.53151594662477,9,0,S1026,S1008,S1035
ST10845,Timothy Anderson PhD,Male,258,-1.3719425937441498,37.03693284358766,8,0,S1039,S1006,S1020
ST10846,Jacob Vega,Male,255,-1.0129317883941473,36.65228151637019,1,0,S1026,S1049,S1000
ST10847,Tiffany Townsend,Female,160,-0.29793300320970184,37.962149653238804,3,0,S1019,S1005,S1028
ST10848,Andrea Baker,Female,273,-0.7028436551007886,36.94400545127338,8,0,S1036,S1022,S1027
ST10849,Amy Mccormick,Female,173,-0.6487870949482358,36.516907689240725,5,0,S1026,S1012,S1028
ST10850,Mark Mason,Male,177,-1.8818298322538902,36.77949016267013,7,0,S1041,S1045,S1022
ST10851,Michael Miller,Male,349,-0.7554752995370009,36.54849595521369,3,0,S1042,S1018,S1033
ST10852,Luis Ramirez,Male,266,-2.0636591139714353,35.36966780171146,5,0,S1049,S1029,S1039
ST10853,Kayla Harris,Female,291,-1.4721157484974787,37.08400208545077,2,0,S1034,S1000,S1049
ST10854,Kimberly Myers,Female,280,-1.0042602387322708,36.6256391475356,6,0,S1034,S1017,S1043
ST10855,Ruben Becker,Male,240,-1.6672805142709055,36.19876799303278,9,0,S1023,S1004,S1012
ST10856,Melissa Blair,Female,267,-1.0453198978328542,37.79732590118397,7,0,S1047,S1029,S1034
ST10857,Anthony Miller,Male,278,-1.0857846884670623,36.52069918893282,4,0,S1044,S1001,S1010
ST10858,Jesse Lynch,Male,219,-1.5852803429856468,36.78783828741602,10,0,S1048,S1004,S1002
ST10859,Natalie Yang,Female,301,-1.4691763949692602,37.34215398867455,10,0,S1012,S1043,S1006
ST10860,Michael Miles,Male,270,-1.416687918971979,36.46176614079473,7,1,S1035,S1021,S1036
ST10861,Troy Mills,Male,176,-2.0341283324621675,36.7176658947298,6,0,S1008,S1040,S1019
ST10862,Michelle Jackson,Female,234,-1.8521917193436026,36.29435531591165,6,0,S1023,S1015,S1028
ST10863,Richard Adams,Male,281,-1.5038992908640885,36.139091297904926,8,0,S1020,S1044,S1038
ST10864,Patricia Johnson,Female,241,-1.912277126075486,36.50688751023305,9,0,S1007,S1008,S1031
ST10865,Denise Brown,Female,311,-1.5308287617235592,36.00390558228011,6,0,S1025,S1043,S1026
ST10866,Kenneth Jones,Male,196,-1.0430069288719224,36.47215761041959,4,0,S1024,S1049,S1017
ST10867,Heather Porter,Female,322,-0.7219432924986959,38.07133369308289,10,0,S1046,S1001,S1028
ST10868,Holly Scott,Female,174,-2.2745789793334694,37.71753253208535,1,0,S1026,S1042,S1035
ST10869,Kenneth Sharp,Male,282,-1.5176816100021484,37.69558817985495,8,0,S1023,S1048,S1014
ST10870,Jordan Williams,Male,295,-1.3882088001513286,36.597009198036524,7,0,S1001,S1015,S1025
ST10871,Dana Ruiz,Female,286,-1.4959388057872434,35.90514522800407,9,0,S1009,S1033,S1010
ST10872,Brittany Velazquez,Female,284,-1.454134087604485,36.61683687740762,7,0,S1026,S1014,S1018
ST10873,Kristen Sloan,Female,270,-0.3626111527782899,37.31298949338334,1,0,S1030,S1031,S1026
ST10874,Jennifer Morris,Female,224,-1.275896493329932,36.759410134842895,2,0,S1037,S1016,S1005
ST10875,Nathan Nelson,Male,231,-1.4326026570150343,36.72286675123761,10,0,S1017,S1018,S1005
ST10876,Jacqueline Shaw,Female,444,-2.024321116706834,37.03038603702523,3,0,S1026,S1048,S1031
ST10877,Cassie Brock,Female,250,-0.9065411242689732,37.474713380784,5,0,S1048,S1046,S1019
ST10878,Tiffany Jones DDS,Female,202,-1.0126470194179196,37.40632177870136,10,0,S1017,S1042,S1008
ST10879,Ryan Murphy,Male,255,-0.9342368304715949,36.881638170487854,10,0,S1001,S1025,S1004
ST10880,Aimee Gonzalez,Female,225,-1.7742000357116223,37.203567075466935,10,0,S1026,S1016,S1022
ST10881,Eric Dean,Male,298,-0.6269091571709697,37.48243086917673,6,0,S1046,S1028,S1047
ST10882,Kevin Snyder,Male,251,-0.8686589480575431,37.36276084719755,3,0,S1007,S1006,S1044
ST10883,Christie Mccullough,Female,252,-1.8213203168208265,35.57286949125353,10,0,S1031,S1004,S1036
ST10884,David Smith,Male,238,-2.0570164541016354,37.14177972089112,10,0,S1019,S1042,S1040
ST10885,David Reed,Male,264,-1.005363506527397,37.18601791454422,10,0,S1006,S1033,S1040
ST10886,Sherry Tapia,Female,247,-1.3660696509537948,36.46689594416499,6,0,S1028,S1020,S1022
ST10887,Mary Sweeney,Female,282,-1.2944108444517612,37.00730359277084,5,0,S1046,S1041,S1000
ST10888,Ashley Moreno,Female,268,-0.42766005630165693,36.45461330671371,6,0,S1041,S1017,S1021
ST10889,Johnathan Brown,Male,146,-1.3983506823455827,37.411374199618336,6,0,S1000,S1017,S1043
ST10890,Dr. Brandon Morse PhD,Male,289,-1.451684957301297,36.57441725981596,9,0,S1049,S1009,S1032
ST10891,Mercedes Watson,Female,235,-0.7172639905606265,36.97018846926515,5,0,S1038,S1015,S1028
ST10892,Mrs. Anna Anderson,Female,273,-1.588762444814967,36.24334169064336,6,0,S1022,S1033,S1010
ST10893,Benjamin Bradley,Male,194,-2.1077372477840823,36.6201634700035,8,0,S1020,S1030,S1035
ST10894,Tracey Young,Female,324,-0.7106807112325071,36.38727382239204,8,0,S1002,S1001,S1031
ST10895,Emily Owen,Female,235,-1.8653001533588922,37.05478665924541,2,0,S1001,S1041,S1029
ST10896,Nancy Stewart,Female,160,-0.8210985415317176,36.9253308902464,3,0,S1030,S1042,S1003
ST10897,Angela Harris,Female,234,-1.5226848660173096,37.20018233745657,6,0,S1048,S1016,S1035
ST10898,Kevin Moore,Male,264,-1.3325741031219218,36.224638530116984,1,0,S1022,S1038,S1014
ST10899,Julie Russell,Female,288,-1.3090626129639544,36.02452202091833,7,0,S1012,S1047,S1020
ST10900,Traci Clark,Female,292,-1.6745858766892985,36.907842417125664,1,0,S1044,S1035,S1025
ST10901,Deborah Wilson,Female,308,-1.5459666516148785,35.89219333702687,1,0,S1000,S1046,S1031
ST10902,Michael Mckenzie,Male,270,-0.6659164516696123,36.71369778952007,10,0,S1002,S1027,S1042
ST10903,Amanda Huff,Female,272,-0.9632184119248132,36.78713385687887,2,0,S1027,S1003,S1017
ST10904,Anna Wright,Female,206,-1.3200224504113864,37.2391463603523,1,0,S1022,S1041,S1018
ST10905,Kayla Byrd,Female,169,-1.3823458294948692,36.358655467649875,10,0,S1026,S1006,S1025
ST10906,Wanda Johnson,Female,271,-0.6834551330386163,36.507266200537224,4,0,S1022,S1007,S1041
ST10907,Jodi Adkins,Female,247,-1.6504249549099783,36.47768227802787,9,0,S1000,S1001,S1031
ST10908,Julia Lara,Female,255,-1.9113815945173336,36.708085369257596,7,0,S1003,S1041,S1042
ST10909,Adam Greer,Male,199,-1.299269854986579,36.71469406914665,5,0,S1008,S1000,S1004
ST10910,Carlos Colon MD,Male,230,-1.4670729172574202,36.37059800656976,3,0,S1020,S1009,S1027
ST10911,Matthew Aguilar,Male,220,-1.5979498305664892,35.35381898495042,5,0,S1004,S1036,S1027
ST10912,Robin Johnson,Female,279,-1.6804414300495576,37.166204026845016,7,0,S1006,S1034,S1022
ST10913,Steven Ramos,Male,275,-1.3423378602858527,36.79320464849923,10,0,S1043,S1020,S1036
ST10914,Taylor Calderon,Male,196,-1.8371839246044837,36.23827572025276,9,0,S1047,S1028,S1033
ST10915,Amanda Murray,Female,340,-0.8826981121313684,36.900878801390476,9,0,S1027,S1030,S1010
ST10916,Laura Underwood,Female,270,-1.666988422142053,36.71664433170013,10,0,S1026,S1002,S1020
ST10917,Alyssa Vega,Female,257,-1.5454014041379074,36.39723525708529,5,0,S1010,S1037,S1009
ST10918,Cindy Lopez,Female,304,-1.5843276459252191,36.69484827298222,2,0,S1014,S1048,S1039
ST10919,Sophia Johnson,Female,219,-1.8855406147970357,36.67269686403808,3,0,S1006,S1009,S1017
ST10920,Danielle Phillips,Female,225,-0.8762916069097982,37.184664186518994,3,0,S1036,S1039,S1031
ST10921,Krista Brown,Female,273,-0.7813423036090681,37.28135742732916,5,0,S1041,S1037,S1001
ST10922,Chad Gonzalez,Male,277,-0.4663750848623782,35.97535759208453,9,0,S1039,S1049,S1003
ST10923,Joseph Mccoy,Male,321,-1.4888764366245697,37.276897891060614,10,0,S1024,S1045,S1012
ST10924,Rebecca Mayo,Female,221,-0.873949099664139,37.0124838537453,10,0,S1003,S1040,S1012
ST10925,Heather Stephens,Female,205,-2.2996918321788686,36.494211241966156,6,0,S1004,S1001,S1027
ST10926,Thomas Shaw,Male,310,-1.7266969892758013,36.98655457262475,8,0,S1033,S1046,S1025
ST10927,Catherine Flores,Female,288,-2.001022035855095,36.88126704410425,10,0,S1024,S1010,S1029
ST10928,Steven Osborne,Male,233,-1.0733794611672067,36.24435545478034,7,0,S1017,S1037,S1035
ST10929,Wendy Moreno,Female,239,-1.2269366291275192,36.46309230188001,5,0,S1037,S1023,S1019
ST10930,Zachary Dickson,Male,228,-1.2619711613337623,36.856669554446555,6,0,S1039,S1007,S1042
ST10931,Mary Adams,Female,367,-0.9389057998488881,36.621829579107086,1,0,S1001,S1039,S1029
ST10932,Sylvia Brown,Female,315,-0.5586877917976157,36.4695956329061,6,0,S1006,S1021,S1047
ST10933,Mrs. Sarah Salinas MD,Female,220,-0.9193774801076418,36.810611196751374,6,0,S1028,S1046,S1008
ST10934,Sarah Thompson,Female,261,-0.825226895581004,36.78532020200927,6,0,S1049,S1044,S1006
ST10935,Renee Wolfe,Female,310,-1.3148734783934035,36.499187748002726,5,0,S1013,S1039,S1015
ST10936,Alfred Haynes,Male,217,-0.45942404118823454,36.204477143165455,2,0,S1014,S1045,S1030
ST10937,Justin Hart,Male,316,-1.9211123476143928,37.18770055107922,3,0,S1035,S1029,S1048
ST10938,Victoria Keith,Female,303,-0.7391834668526437,36.23486293419551,4,0,S1040,S1035,S1033
ST10939,Ellen Henry,Female,226,-0.8433282148481026,37.38700988591874,8,0,S1045,S1031,S1006
ST10940,Crystal Robinson,Female,234,-1.232040558462439,36.71998843743971,3,0,S1015,S1035,S1002
ST10941,Aaron Hardin,Male,297,-1.4391492369028167,36.957318257916974,3,0,S1001,S1036,S1005
ST10942,Carlos Love,Male,310,-0.6558149185357153,36.07389272142529,10,0,S1021,S1005,S1000
ST10943,Ryan Morris,Male,325,-1.4913180796743895,37.443556112422584,6,0,S1028,S1002,S1049
ST10944,Laurie Stark,Female,234,-1.2800483867613264,37.426874629279354,6,0,S1042,S1028,S1041
ST10945,Sarah Valencia,Female,328,-1.5670751097202382,37.12682577189981,4,0,S1020,S1018,S1000
ST10946,Mrs. Teresa Foster,Female,149,-0.7500334562610996,36.482378408720706,6,0,S1047,S1007,S1029
ST10947,Eric Taylor,Male,179,-1.2309801240757523,36.54478522842617,7,0,S1031,S1013,S1036
ST10948,Tiffany Conner,Female,316,-1.0045696162247795,36.99106259439229,5,0,S1035,S1018,S1025
ST10949,Miss Carrie Novak,Female,239,-1.216510178443547,37.48255585732626,6,0,S1044,S1039,S1010
ST10950,Timothy Buchanan,Male,193,-1.1132386152638791,36.42645910415272,3,0,S1028,S1009,S1040
ST10951,Leah Thompson,Female,273,-1.032664409779939,37.06980251051378,7,0,S1042,S1036,S1019
ST10952,Michael Anderson,Male,100,-1.2277735260228917,36.89122259185504,4,0,S1022,S1041,S1043
ST10953,Tiffany Fry,Female,190,-1.3559390361527968,36.862025494855885,2,0,S1028,S1031,S1036
ST10954,Wendy Sanford,Female,303,-1.2370173256527293,36.52645631878459,9,0,S1032,S1031,S1048
ST10955,Lance Mccall,Male,285,-0.9373319146367796,37.13077508904364,6,0,S1018,S1025,S1047
ST10956,Mrs. Krystal Zuniga,Female,238,-1.34140882182028,36.31752897730171,7,0,S1030,S1024,S1033
ST10957,Patrick Young,Male,263,-1.6767805243640157,36.89619311454153,7,0,S1037,S1010,S1039
ST10958,Christopher Mcclure Jr.,Male,120,-1.4955584920001401,38.06182576745397,1,0,S1022,S1016,S1007
ST10959,Mark Tanner,Male,322,-1.5761281438307324,37.35949019848687,7,0,S1048,S1031,S1012
ST10960,Derek Wright,Male,399,-0.6330473197514668,37.02103388608966,7,0,S1001,S1034,S1005
ST10961,Dawn Rodriguez,Female,271,-0.00019657559116637024,37.44629595027478,3,0,S1001,S1035,S1029
ST10962,Jasmin Oconnor,Female,259,-1.1746423762402796,36.721532540999,10,0,S1022,S1000,S1044
ST10963,Dr. Johnny Gray,Male,195,-0.21732336813359532,37.73864228858849,7,0,S1029,S1047,S1016
ST10964,Ashley Mendoza,Female,289,-1.320797682537018,36.39165796330858,3,0,S1020,S1023,S1012
ST10965,Marilyn Mcdaniel,Female,213,-1.1799222211284353,36.5323634495403,4,0,S1044,S1029,S1000
ST10966,Angela Singleton,Female,148,-1.3381887499912029,36.28879163947815,3,0,S1040,S1037,S1021
ST10967,Fernando Lynn,Male,422,-0.6318929951080829,36.384682175830044,10,0,S1001,S1005,S1030
ST10968,Carolyn Bennett,Female,288,-2.162308895618496,37.60860607376292,10,0,S1005,S1023,S1030
ST10969,Joshua Villanueva,Male,295,-0.8303456919763157,36.2965883390861,4,0,S1049,S1024,S1034
ST10970,Linda Austin,Female,236,-1.2194409723371311,37.11582794406887,3,0,S1035,S1003,S1049
